id,original,surface,pronunciation,class,extinct
12353,タンビセッカ,タンビセッカ,タンビセッカ,鳥類,no
12354,タンビハイイロヒメアリサザイ,タンビハイイロヒメアリサザイ,タンビハイイロヒメアリサザイ,鳥類,no
12355,タンビハシナガタイランチョウ,タンビハシナガタイランチョウ,タンビハシナガタイランチョウ,鳥類,no
12356,タンビハリオアマツバメ,タンビハリオアマツバメ,タンビハリオアマツバメ,鳥類,no
12357,タンビヒメエメラルドハチドリ,タンビヒメエメラルドハチドリ,タンビヒメエメラルドハチドリ,鳥類,no
12358,タンビヘキサン,タンビヘキサン,タンビヘキサン,鳥類,no
12359,タンビマユミソサザイ,タンビマユミソサザイ,タンビマユミソサザイ,鳥類,no
12360,タンビムジチメドリ,タンビムジチメドリ,タンビムジチメドリ,鳥類,no
12361,タンビモリチメドリ,タンビモリチメドリ,タンビモリチメドリ,鳥類,no
12362,ターキン,ターキン,ターキン,哺乳類,no
12363,ターゲットパファー,ターゲットパファー,ターゲットパファー,魚類,no
12364,ターポン,ターポン,ターポン,魚類,no
12365,ターミンジカ,ターミンジカ,ターミンジカ,哺乳類,no
12366,ダイアウルフ,ダイアウルフ,ダイアウルフ,哺乳類,yes
12367,ダイアデムシファカ,ダイアデムシファカ,ダイアデムシファカ,哺乳類,no
12368,ダイアモンドスティングレイ,ダイアモンドスティングレイ,ダイアモンドスティングレイ,魚類,no
12369,ダイアンチルヒタキモドキ,ダイアンチルヒタキモドキ,ダイアンチルヒタキモドキ,鳥類,no
12370,ダイアンメガネザル,ダイアンメガネザル,ダイアンメガネザル,哺乳類,no
12371,ダイオウカサゴ,ダイオウカサゴ,ダイオウカサゴ,魚類,no
12372,ダイオウギス,ダイオウギス,ダイオウギス,魚類,no
12373,ダイダイヨウジ,ダイダイヨウジ,ダイダイヨウジ,魚類,no
12374,ダイナンアナゴ,ダイナンアナゴ,ダイナンアナゴ,魚類,no
12375,ダイミョウサギ,ダイミョウサギ,ダイミョウサギ,魚類,no
12376,ダイヤモンドテトラ,ダイヤモンドテトラ,ダイヤモンドテトラ,魚類,no
12377,ダウリアシロマス,ダウリアシロマス,ダウリアシロマス,魚類,no
12378,ダウリアチョウザメ,ダウリアチョウザメ,ダウリアチョウザメ,魚類,no
12379,ダウリアハリネズミ,ダウリアハリネズミ,ダウリアハリネズミ,哺乳類,no
12380,ダエモノサウルス,ダエモノサウルス,ダエモノサウルス,爬虫類,yes
12381,ダシアティス・ガロウアエンシス,ダシアティス・ガロウアエンシス,ダシアティス・ガロウアエンシス,魚類,no
12382,ダスキーグルーパー,ダスキーグルーパー,ダスキーグルーパー,魚類,no
12383,ダスキータマリン,ダスキータマリン,ダスキータマリン,哺乳類,no
12384,ダスキールトン,ダスキールトン,ダスキールトン,哺乳類,no
12385,ダスプレトサウルス,ダスプレトサウルス,ダスプレトサウルス,爬虫類,yes
12386,ダテハゼ,ダテハゼ,ダテハゼ,魚類,no
12387,ダナフリネ・ニグリファイリス,ダナフリネ・ニグリファイリス,ダナフリネ・ニグリファイリス,魚類,no
12388,ダニオネラ・セレブラム,ダニオネラ・セレブラム,ダニオネラ・セレブラム,魚類,no
12389,ダニオネラ・トランスルーシダ,ダニオネラ・トランスルーシダ,ダニオネラ・トランスルーシダ,魚類,no
12390,ダニオ・エリスロミクロン,ダニオ・エリスロミクロン,ダニオ・エリスロミクロン,魚類,no
12391,ダニューブクシイモリ,ダニューブクシイモリ,ダニューブクシイモリ,両生類,no
12392,ダヌビウス・グッゲンモシ,ダヌビウス・グッゲンモシ,ダヌビウス・グッゲンモシ,哺乳類,yes
12393,ダブリーチョウザメ,ダブリーチョウザメ,ダブリーチョウザメ,魚類,yes
12394,ダマガゼル,ダマガゼル,ダマガゼル,哺乳類,no
12395,ダマジカ,ダマジカ,ダマジカ,哺乳類,no
12396,ダマラランドデバネズミ,ダマラランドデバネズミ,ダマラランドデバネズミ,哺乳類,no
12397,ダマリイワビタキ,ダマリイワビタキ,ダマリイワビタキ,鳥類,no
12398,ダマールヒタキ,ダマールヒタキ,ダマールヒタキ,鳥類,no
12399,ダライナイタチキツネザル,ダライナイタチキツネザル,ダライナイタチキツネザル,哺乳類,no
12400,ダラニステス,ダラニステス,ダラニステス,哺乳類,yes
12401,ダリアスタージョン,ダリアスタージョン,ダリアスタージョン,魚類,no
12402,ダリエンホリネズミ,ダリエンホリネズミ,ダリエンホリネズミ,哺乳類,no
12403,ダルマザメ,ダルマザメ,ダルマザメ,魚類,no
12404,ダルマチアアカガエル,ダルマチアアカガエル,ダルマチアアカガエル,両生類,no
12405,ダルマハリオアマツバメ,ダルマハリオアマツバメ,ダルマハリオアマツバメ,鳥類,no
12406,ダレルズ・ボンツィラ,ダレルズ・ボンツィラ,ダレルズ・ボンツィラ,哺乳類,no
12407,ダンダラカマイルカ,ダンダラカマイルカ,ダンダラカマイルカ,哺乳類,no
12408,ダントウボウ,ダントウボウ,ダントウボウ,魚類,no
12409,ダンドロガメ,ダンドロガメ,ダンドロガメ,爬虫類,no
12410,ダンフォスネズミキツネザル,ダンフォスネズミキツネザル,ダンフォスネズミキツネザル,哺乳類,no
12411,ダヴィドチメドリ,ダヴィドチメドリ,ダヴィドチメドリ,鳥類,no
12412,ダーウィンギツネ,ダーウィンギツネ,ダーウィンギツネ,哺乳類,no
12413,ダーウィンコメネズミ,ダーウィンコメネズミ,ダーウィンコメネズミ,哺乳類,yes
12414,ダーウィンシギダチョウ,ダーウィンシギダチョウ,ダーウィンシギダチョウ,鳥類,no
12415,ダーウィンシマクイナ,ダーウィンシマクイナ,ダーウィンシマクイナ,鳥類,no
12416,ダーウィンハナガエル,ダーウィンハナガエル,ダーウィンハナガエル,両生類,no
12417,ダーリンデバネズミ,ダーリンデバネズミ,ダーリンデバネズミ,哺乳類,no
12418,ダールカエルガメ,ダールカエルガメ,ダールカエルガメ,爬虫類,no
12419,チアンシーサウルス,チアンシーサウルス,チアンシーサウルス,爬虫類,yes
12420,チェリーバルブ,チェリーバルブ,チェリーバルブ,魚類,no
12421,チェンディテス,チェンディテス,チェンディテス,鳥類,yes
12422,チカメエチオピア,チカメエチオピア,チカメエチオピア,魚類,no
12423,チカメキントキ,チカメキントキ,チカメキントキ,魚類,no
12424,チクシブチサンショウウオ,チクシブチサンショウウオ,チクシブチサンショウウオ,両生類,no
12425,チゴモズ,チゴモズ,チゴモズ,鳥類,no
12426,チスイコウモリモドキ,チスイコウモリモドキ,チスイコウモリモドキ,哺乳類,no
12427,チダイ,チダイ,チダイ,魚類,no
12428,チチカカオレスティア,チチカカオレスティア,チチカカオレスティア,魚類,no
12429,チチカカミズガエル,チチカカミズガエル,チチカカミズガエル,両生類,no
12430,チチュウカイイシガメ,チチュウカイイシガメ,チチュウカイイシガメ,爬虫類,no
12431,チチュウカイカメレオン,チチュウカイカメレオン,チチュウカイカメレオン,爬虫類,no
12432,チチュウカイキクガシラコウモリ,チチュウカイキクガシラコウモリ,チチュウカイキクガシラコウモリ,哺乳類,no
12433,チチュウカイヒメジ,チチュウカイヒメジ,チチュウカイヒメジ,魚類,no
12434,チチュウカイモンクアザラシ,チチュウカイモンクアザラシ,チチュウカイモンクアザラシ,哺乳類,no
12435,チノフスキーカスベ,チノフスキーカスベ,チノフスキーカスベ,魚類,no
12436,チヒロザメ,チヒロザメ,チヒロザメ,魚類,no
12437,チビアオバト,チビアオバト,チビアオバト,鳥類,no
12438,チビアオヒタキ,チビアオヒタキ,チビアオヒタキ,鳥類,no
12439,チビオガラス,チビオガラス,チビオガラス,鳥類,no
12440,チビオセッカ,チビオセッカ,チビオセッカ,鳥類,no
12441,チビオハチドリ,チビオハチドリ,チビオハチドリ,鳥類,no
12442,チビオマングース,チビオマングース,チビオマングース,哺乳類,no
12443,チビオモグラ,チビオモグラ,チビオモグラ,哺乳類,no
12444,チビハリオアマツバメ,チビハリオアマツバメ,チビハリオアマツバメ,鳥類,no
12445,チビミチバシリ,チビミチバシリ,チビミチバシリ,鳥類,no
12446,チビミミナガバンディクート,チビミミナガバンディクート,チビミミナガバンディクート,哺乳類,yes
12447,チビモズモドキ,チビモズモドキ,チビモズモドキ,鳥類,no
12448,チベットオオカミ,チベットオオカミ,チベットオオカミ,哺乳類,no
12449,チベットガゼル,チベットガゼル,チベットガゼル,哺乳類,no
12450,チベットキジシャコ,チベットキジシャコ,チベットキジシャコ,鳥類,no
12451,チベットクロウタドリ,チベットクロウタドリ,チベットクロウタドリ,鳥類,no
12452,チベットケサイ,チベットケサイ,チベットケサイ,哺乳類,yes
12453,チベットサケイ,チベットサケイ,チベットサケイ,鳥類,no
12454,チベットスナギツネ,チベットスナギツネ,チベットスナギツネ,哺乳類,no
12455,チベットノウサギ,チベットノウサギ,チベットノウサギ,哺乳類,no
12456,チベットノロバ,チベットノロバ,チベットノロバ,哺乳類,no
12457,チベットヒバァ,チベットヒバァ,チベットヒバァ,爬虫類,no
12458,チベットマカク,チベットマカク,チベットマカク,哺乳類,no
12459,チベットマシコ,チベットマシコ,チベットマシコ,鳥類,no
12460,チベットモズ,チベットモズ,チベットモズ,鳥類,no
12461,チベットヤマウズラ,チベットヤマウズラ,チベットヤマウズラ,鳥類,no
12462,チマンゴカラカラ,チマンゴカラカラ,チマンゴカラカラ,鳥類,no
12463,チモールアオバト,チモールアオバト,チモールアオバト,鳥類,no
12464,チモールオリーブミツスイ,チモールオリーブミツスイ,チモールオリーブミツスイ,鳥類,no
12465,チモールクロバト,チモールクロバト,チモールクロバト,鳥類,no
12466,チモールコウライウグイス,チモールコウライウグイス,チモールコウライウグイス,鳥類,no
12467,チモールショウビン,チモールショウビン,チモールショウビン,鳥類,no
12468,チモールジツグミ,チモールジツグミ,チモールジツグミ,鳥類,no
12469,チモールセイガイインコ,チモールセイガイインコ,チモールセイガイインコ,鳥類,no
12470,チモールセイコウチョウ,チモールセイコウチョウ,チモールセイコウチョウ,鳥類,no
12471,チモールセンニョムシクイ,チモールセンニョムシクイ,チモールセンニョムシクイ,鳥類,no
12472,チモールタイヨウチョウ,チモールタイヨウチョウ,チモールタイヨウチョウ,鳥類,no
12473,チモールノビタキ,チモールノビタキ,チモールノビタキ,鳥類,no
12474,チモールハゲミツスイ,チモールハゲミツスイ,チモールハゲミツスイ,鳥類,no
12475,チモールハシブトメジロ,チモールハシブトメジロ,チモールハシブトメジロ,鳥類,no
12476,チモールヒメヒタキ,チモールヒメヒタキ,チモールヒメヒタキ,鳥類,no
12477,チモールブンチョウ,チモールブンチョウ,チモールブンチョウ,鳥類,no
12478,チモールミカドバト,チモールミカドバト,チモールミカドバト,鳥類,no
12479,チモールミツスイ,チモールミツスイ,チモールミツスイ,鳥類,no
12480,チモールモズヒタキ,チモールモズヒタキ,チモールモズヒタキ,鳥類,no
12481,チモールヤブサメ,チモールヤブサメ,チモールヤブサメ,鳥類,no
12482,チャアゴヒメアオバト,チャアゴヒメアオバト,チャアゴヒメアオバト,鳥類,no
12483,チャイニーズハムスター,チャイニーズハムスター,チャイニーズハムスター,哺乳類,no
12484,チャイニーズヒタキ,チャイニーズヒタキ,チャイニーズヒタキ,鳥類,no
12485,チャイロアマドリ,チャイロアマドリ,チャイロアマドリ,鳥類,no
12486,チャイロアメリカフクロウ,チャイロアメリカフクロウ,チャイロアメリカフクロウ,鳥類,no
12487,チャイロイエヘビ,チャイロイエヘビ,チャイロイエヘビ,爬虫類,no
12488,チャイロイワビタキ,チャイロイワビタキ,チャイロイワビタキ,鳥類,no
12489,チャイロエナガカマドドリ,チャイロエナガカマドドリ,チャイロエナガカマドドリ,鳥類,no
12490,チャイロエミューセッカ,チャイロエミューセッカ,チャイロエミューセッカ,鳥類,no
12491,チャイロオウギセッカ,チャイロオウギセッカ,チャイロオウギセッカ,鳥類,no
12492,チャイロオナガ,チャイロオナガ,チャイロオナガ,鳥類,no
12493,チャイロオナガカマドドリ,チャイロオナガカマドドリ,チャイロオナガカマドドリ,鳥類,no
12494,チャイロカッコウハヤブサ,チャイロカッコウハヤブサ,チャイロカッコウハヤブサ,鳥類,no
12495,チャイロカナリア,チャイロカナリア,チャイロカナリア,鳥類,no
12496,チャイロカマドドリ,チャイロカマドドリ,チャイロカマドドリ,鳥類,no
12497,チャイロキリハシ,チャイロキリハシ,チャイロキリハシ,鳥類,no
12498,チャイロキリハシチメドリ,チャイロキリハシチメドリ,チャイロキリハシチメドリ,鳥類,no
12499,チャイロキンパラ,チャイロキンパラ,チャイロキンパラ,鳥類,no
12500,チャイロクイナモドキ,チャイロクイナモドキ,チャイロクイナモドキ,鳥類,no
12501,チャイロクリセジアリドリ,チャイロクリセジアリドリ,チャイロクリセジアリドリ,鳥類,no
12502,チャイロコウライウグイス,チャイロコウライウグイス,チャイロコウライウグイス,鳥類,no
12503,チャイロサンショウクイ,チャイロサンショウクイ,チャイロサンショウクイ,鳥類,no
12504,チャイロシギダチョウ,チャイロシギダチョウ,チャイロシギダチョウ,鳥類,no
12505,チャイロシャクケイ,チャイロシャクケイ,チャイロシャクケイ,鳥類,no
12506,チャイロシャコバト,チャイロシャコバト,チャイロシャコバト,鳥類,no
12507,チャイロショウビン,チャイロショウビン,チャイロショウビン,鳥類,no
12508,チャイロシラギクタイランチョウ,チャイロシラギクタイランチョウ,チャイロシラギクタイランチョウ,鳥類,no
12509,チャイロジアリドリ,チャイロジアリドリ,チャイロジアリドリ,鳥類,no
12510,チャイロジチメドリ,チャイロジチメドリ,チャイロジチメドリ,鳥類,no
12511,チャイロセレベスミツスイ,チャイロセレベスミツスイ,チャイロセレベスミツスイ,鳥類,no
12512,チャイロタヒバリ,チャイロタヒバリ,チャイロタヒバリ,鳥類,no
12513,チャイロツバメ,チャイロツバメ,チャイロツバメ,鳥類,no
12514,チャイロハウチワドリ,チャイロハウチワドリ,チャイロハウチワドリ,鳥類,no
12515,チャイロハシナガムシクイ,チャイロハシナガムシクイ,チャイロハシナガムシクイ,鳥類,no
12516,チャイロハチドリ,チャイロハチドリ,チャイロハチドリ,鳥類,no
12517,チャイロハヤブサ,チャイロハヤブサ,チャイロハヤブサ,鳥類,no
12518,チャイロパプアハナドリ,チャイロパプアハナドリ,チャイロパプアハナドリ,鳥類,no
12519,チャイロヒタキタイランチョウ,チャイロヒタキタイランチョウ,チャイロヒタキタイランチョウ,鳥類,no
12520,チャイロヒメキツツキ,チャイロヒメキツツキ,チャイロヒメキツツキ,鳥類,no
12521,チャイロフウキンチョウ,チャイロフウキンチョウ,チャイロフウキンチョウ,鳥類,no
12522,チャイロブユムシクイ,チャイロブユムシクイ,チャイロブユムシクイ,鳥類,no
12523,チャイロマネシツグミ,チャイロマネシツグミ,チャイロマネシツグミ,鳥類,no
12524,チャイロマユカマドドリ,チャイロマユカマドドリ,チャイロマユカマドドリ,鳥類,no
12525,チャイロマルハタ,チャイロマルハタ,チャイロマルハタ,魚類,no
12526,チャイロミツスイ,チャイロミツスイ,チャイロミツスイ,鳥類,no
12527,チャイロムジカザリドリ,チャイロムジカザリドリ,チャイロムジカザリドリ,鳥類,no
12528,チャイロモズヒタキ,チャイロモズヒタキ,チャイロモズヒタキ,鳥類,no
12529,チャイロモリクイナ,チャイロモリクイナ,チャイロモリクイナ,鳥類,no
12530,チャイロヤブコマドリ,チャイロヤブコマドリ,チャイロヤブコマドリ,鳥類,no
12531,チャイロヤブタイランチョウ,チャイロヤブタイランチョウ,チャイロヤブタイランチョウ,鳥類,no
12532,チャイロヤブヒバリ,チャイロヤブヒバリ,チャイロヤブヒバリ,鳥類,no
12533,チャイロヨタカ,チャイロヨタカ,チャイロヨタカ,鳥類,no
12534,チャエリオオガシラ,チャエリオオガシラ,チャエリオオガシラ,鳥類,no
12535,チャエリガラス,チャエリガラス,チャエリガラス,鳥類,no
12536,チャエリツカツクリ,チャエリツカツクリ,チャエリツカツクリ,鳥類,no
12537,チャエリハタオリ,チャエリハタオリ,チャエリハタオリ,鳥類,no
12538,チャエリヒメキツツキ,チャエリヒメキツツキ,チャエリヒメキツツキ,鳥類,no
12539,チャエリヤブヒバリ,チャエリヤブヒバリ,チャエリヤブヒバリ,鳥類,no
12540,チャエリヨタカ,チャエリヨタカ,チャエリヨタカ,鳥類,no
12541,チャオビオオガシラ,チャオビオオガシラ,チャオビオオガシラ,鳥類,no
12542,チャオビコバシハエトリ,チャオビコバシハエトリ,チャオビコバシハエトリ,鳥類,no
12543,チャオビジアリドリ,チャオビジアリドリ,チャオビジアリドリ,鳥類,no
12544,チャガシラウグイス,チャガシラウグイス,チャガシラウグイス,鳥類,no
12545,チャガシラカギハシタイランチョウ,チャガシラカギハシタイランチョウ,チャガシラカギハシタイランチョウ,鳥類,no
12546,チャガシラガビチョウ,チャガシラガビチョウ,チャガシラガビチョウ,鳥類,no
12547,チャガシラガラス,チャガシラガラス,チャガシラガラス,鳥類,no
12548,チャガシラコゲラ,チャガシラコゲラ,チャガシラコゲラ,鳥類,no
12549,チャガシラコバシガン,チャガシラコバシガン,チャガシラコバシガン,鳥類,no
12550,チャガシラゴシキドリ,チャガシラゴシキドリ,チャガシラゴシキドリ,鳥類,no
12551,チャガシラサバクヒタキ,チャガシラサバクヒタキ,チャガシラサバクヒタキ,鳥類,no
12552,チャガシラショウビン,チャガシラショウビン,チャガシラショウビン,鳥類,no
12553,チャガシラスズメハタオリ,チャガシラスズメハタオリ,チャガシラスズメハタオリ,鳥類,no
12554,チャガシラニシブッポウソウ,チャガシラニシブッポウソウ,チャガシラニシブッポウソウ,鳥類,no
12555,チャガシラハシジロチメドリ,チャガシラハシジロチメドリ,チャガシラハシジロチメドリ,鳥類,no
12556,チャガシラハタオリ,チャガシラハタオリ,チャガシラハタオリ,鳥類,no
12557,チャガシラハチドリ,チャガシラハチドリ,チャガシラハチドリ,鳥類,no
12558,チャガシラヒタキタイランチョウ,チャガシラヒタキタイランチョウ,チャガシラヒタキタイランチョウ,鳥類,no
12559,チャガシラヒメモズモドキ,チャガシラヒメモズモドキ,チャガシラヒメモズモドキ,鳥類,no
12560,チャガシラヤブシトド,チャガシラヤブシトド,チャガシラヤブシトド,鳥類,no
12561,チャガシララケットカワセミ,チャガシララケットカワセミ,チャガシララケットカワセミ,鳥類,no
12562,チャガタスズメモドキ,チャガタスズメモドキ,チャガタスズメモドキ,鳥類,no
12563,チャガラ,チャガラ,チャガラ,魚類,no
12564,チャキンチョウ,チャキンチョウ,チャキンチョウ,鳥類,no
12565,チャクビモリクイナ,チャクビモリクイナ,チャクビモリクイナ,鳥類,no
12566,チャコアマガエル,チャコアマガエル,チャコアマガエル,両生類,no
12567,チャコガエル,チャコガエル,チャコガエル,両生類,no
12568,チャコシギダチョウ,チャコシギダチョウ,チャコシギダチョウ,鳥類,no
12569,チャコスベオアルマジロ,チャコスベオアルマジロ,チャコスベオアルマジロ,哺乳類,no
12570,チャコペッカリー,チャコペッカリー,チャコペッカリー,哺乳類,no
12571,チャコリクガメ,チャコリクガメ,チャコリクガメ,爬虫類,no
12572,チャゴシマシコ,チャゴシマシコ,チャゴシマシコ,鳥類,no
12573,チャズキンコタイランチョウ,チャズキンコタイランチョウ,チャズキンコタイランチョウ,鳥類,no
12574,チャズキンフウキンチョウ,チャズキンフウキンチョウ,チャズキンフウキンチョウ,鳥類,no
12575,チャタムアオハシインコ,チャタムアオハシインコ,チャタムアオハシインコ,鳥類,no
12576,チャタムアホウドリ,チャタムアホウドリ,チャタムアホウドリ,鳥類,no
12577,チャタムウ,チャタムウ,チャタムウ,鳥類,no
12578,チャタムシダセッカ,チャタムシダセッカ,チャタムシダセッカ,鳥類,yes
12579,チャタムシマクイナ,チャタムシマクイナ,チャタムシマクイナ,鳥類,no
12580,チャタムジシギ,チャタムジシギ,チャタムジシギ,鳥類,no
12581,チャタムセンニョムシクイ,チャタムセンニョムシクイ,チャタムセンニョムシクイ,鳥類,no
12582,チャタムバト,チャタムバト,チャタムバト,鳥類,no
12583,チャタムミヤコドリ,チャタムミヤコドリ,チャタムミヤコドリ,鳥類,no
12584,チャックウィルヨタカ,チャックウィルヨタカ,チャックウィルヨタカ,鳥類,no
12585,チャネルダーター,チャネルダーター,チャネルダーター,魚類,no
12586,チャノドインコ,チャノドインコ,チャノドインコ,鳥類,no
12587,チャノドウズラ,チャノドウズラ,チャノドウズラ,鳥類,no
12588,チャノドコビトドリモドキ,チャノドコビトドリモドキ,チャノドコビトドリモドキ,鳥類,no
12589,チャノドゴシキドリ,チャノドゴシキドリ,チャノドゴシキドリ,鳥類,no
12590,チャノドサザイチメドリ,チャノドサザイチメドリ,チャノドサザイチメドリ,鳥類,no
12591,チャノドチメドリ,チャノドチメドリ,チャノドチメドリ,鳥類,no
12592,チャノドニジハバト,チャノドニジハバト,チャノドニジハバト,鳥類,no
12593,チャノドハタオリ,チャノドハタオリ,チャノドハタオリ,鳥類,no
12594,チャノドヤブウズラ,チャノドヤブウズラ,チャノドヤブウズラ,鳥類,no
12595,チャノドユミハチドリ,チャノドユミハチドリ,チャノドユミハチドリ,鳥類,no
12596,チャバネアカメヒタキ,チャバネアカメヒタキ,チャバネアカメヒタキ,鳥類,no
12597,チャバネイワバト,チャバネイワバト,チャバネイワバト,鳥類,no
12598,チャバネオニキバシリ,チャバネオニキバシリ,チャバネオニキバシリ,鳥類,no
12599,チャバネカマドドリ,チャバネカマドドリ,チャバネカマドドリ,鳥類,no
12600,チャバネガビチョウ,チャバネガビチョウ,チャバネガビチョウ,鳥類,no
12601,チャバネクイナ,チャバネクイナ,チャバネクイナ,鳥類,no
12602,チャバネコウハシショウビン,チャバネコウハシショウビン,チャバネコウハシショウビン,鳥類,no
12603,チャバネサシバ,チャバネサシバ,チャバネサシバ,鳥類,no
12604,チャバネテンニョゲラ,チャバネテンニョゲラ,チャバネテンニョゲラ,鳥類,no
12605,チャバネヤブヒバリ,チャバネヤブヒバリ,チャバネヤブヒバリ,鳥類,no
12606,チャバラアオバズク,チャバラアオバズク,チャバラアオバズク,鳥類,no
12607,チャバラウズラ,チャバラウズラ,チャバラウズラ,鳥類,no
12608,チャバラオオガシラ,チャバラオオガシラ,チャバラオオガシラ,鳥類,no
12609,チャバラオオタカ,チャバラオオタカ,チャバラオオタカ,鳥類,no
12610,チャバラオオルリ,チャバラオオルリ,チャバラオオルリ,鳥類,no
12611,チャバラクイナ,チャバラクイナ,チャバラクイナ,鳥類,no
12612,チャバラクロバンケンモドキ,チャバラクロバンケンモドキ,チャバラクロバンケンモドキ,鳥類,no
12613,チャバラケンバネハチドリ,チャバラケンバネハチドリ,チャバラケンバネハチドリ,鳥類,no
12614,チャバラゴジュウカラ,チャバラゴジュウカラ,チャバラゴジュウカラ,鳥類,no
12615,チャバラサケイ,チャバラサケイ,チャバラサケイ,鳥類,no
12616,チャバラシギダチョウ,チャバラシギダチョウ,チャバラシギダチョウ,鳥類,no
12617,チャバラショウビン,チャバラショウビン,チャバラショウビン,鳥類,no
12618,チャバラツバメチドリ,チャバラツバメチドリ,チャバラツバメチドリ,鳥類,no
12619,チャバラツメナガタヒバリ,チャバラツメナガタヒバリ,チャバラツメナガタヒバリ,鳥類,no
12620,チャバラハナサシミツドリ,チャバラハナサシミツドリ,チャバラハナサシミツドリ,鳥類,no
12621,チャバラバンクイナ,チャバラバンクイナ,チャバラバンクイナ,鳥類,no
12622,チャバラバンケン,チャバラバンケン,チャバラバンケン,鳥類,no
12623,チャバラヒメアリサザイ,チャバラヒメアリサザイ,チャバラヒメアリサザイ,鳥類,no
12624,チャバラヒメクイナ,チャバラヒメクイナ,チャバラヒメクイナ,鳥類,no
12625,チャバラモズツグミ,チャバラモズツグミ,チャバラモズツグミ,鳥類,no
12626,チャバラヤブシトド,チャバラヤブシトド,チャバラヤブシトド,鳥類,no
12627,チャバラヨタカ,チャバラヨタカ,チャバラヨタカ,鳥類,no
12628,チャパスハシナガミソサザイ,チャパスハシナガミソサザイ,チャパスハシナガミソサザイ,鳥類,no
12629,チャパヒバァ,チャパヒバァ,チャパヒバァ,爬虫類,no
12630,チャビタイインコ,チャビタイインコ,チャビタイインコ,鳥類,no
12631,チャビタイガビチョウ,チャビタイガビチョウ,チャビタイガビチョウ,鳥類,no
12632,チャブ,チャブ,チャブ,魚類,no
12633,チャボウシエナガカマドドリ,チャボウシエナガカマドドリ,チャボウシエナガカマドドリ,鳥類,no
12634,チャボウシオウギビタキ,チャボウシオウギビタキ,チャボウシオウギビタキ,鳥類,no
12635,チャボウシカマドドリ,チャボウシカマドドリ,チャボウシカマドドリ,鳥類,no
12636,チャボウシクロフウキンチョウ,チャボウシクロフウキンチョウ,チャボウシクロフウキンチョウ,鳥類,no
12637,チャボウシコビトハエトリ,チャボウシコビトハエトリ,チャボウシコビトハエトリ,鳥類,no
12638,チャボウシスミレフウキンチョウ,チャボウシスミレフウキンチョウ,チャボウシスミレフウキンチョウ,鳥類,no
12639,チャボウシセッカ,チャボウシセッカ,チャボウシセッカ,鳥類,no
12640,チャボウシハギマシコ,チャボウシハギマシコ,チャボウシハギマシコ,鳥類,no
12641,チャボウシハタオリ,チャボウシハタオリ,チャボウシハタオリ,鳥類,no
12642,チャボウシヒメムシクイ,チャボウシヒメムシクイ,チャボウシヒメムシクイ,鳥類,no
12643,チャミミウズラ,チャミミウズラ,チャミミウズラ,鳥類,no
12644,チャミミカマドドリ,チャミミカマドドリ,チャミミカマドドリ,鳥類,no
12645,チャミミガビチョウ,チャミミガビチョウ,チャミミガビチョウ,鳥類,no
12646,チャミミシャコ,チャミミシャコ,チャミミシャコ,鳥類,no
12647,チャムネエメラルドハチドリ,チャムネエメラルドハチドリ,チャムネエメラルドハチドリ,鳥類,no
12648,チャムネカオジロムシクイ,チャムネカオジロムシクイ,チャムネカオジロムシクイ,鳥類,no
12649,チャムネカッコウ,チャムネカッコウ,チャムネカッコウ,鳥類,no
12650,チャムネキゴシハエトリ,チャムネキゴシハエトリ,チャムネキゴシハエトリ,鳥類,no
12651,チャムネクイナ,チャムネクイナ,チャムネクイナ,鳥類,no
12652,チャムネコビトドリモドキ,チャムネコビトドリモドキ,チャムネコビトドリモドキ,鳥類,no
12653,チャムネサバクヒタキ,チャムネサバクヒタキ,チャムネサバクヒタキ,鳥類,no
12654,チャムネサメビタキ,チャムネサメビタキ,チャムネサメビタキ,鳥類,no
12655,チャムネセワタビタキ,チャムネセワタビタキ,チャムネセワタビタキ,鳥類,no
12656,チャムネテリハチドリ,チャムネテリハチドリ,チャムネテリハチドリ,鳥類,no
12657,チャムネトサカゲリ,チャムネトサカゲリ,チャムネトサカゲリ,鳥類,no
12658,チャムネハエトリ,チャムネハエトリ,チャムネハエトリ,鳥類,no
12659,チャムネヒタキ,チャムネヒタキ,チャムネヒタキ,鳥類,no
12660,チャムネヒメジアリドリ,チャムネヒメジアリドリ,チャムネヒメジアリドリ,鳥類,no
12661,チャムネフチオハチドリ,チャムネフチオハチドリ,チャムネフチオハチドリ,鳥類,no
12662,チャムネミヤマテッケイ,チャムネミヤマテッケイ,チャムネミヤマテッケイ,鳥類,no
12663,チャレンジャーカスベ,チャレンジャーカスベ,チャレンジャーカスベ,魚類,no
12664,チュウオウアカコロブス,チュウオウアカコロブス,チュウオウアカコロブス,哺乳類,no
12665,チュウゴクイモリ,チュウゴクイモリ,チュウゴクイモリ,両生類,no
12666,チュウゴクオオサンショウウオ,チュウゴクオオサンショウウオ,チュウゴクオオサンショウウオ,両生類,no
12667,チュウゴクコシアカセッカ,チュウゴクコシアカセッカ,チュウゴクコシアカセッカ,鳥類,no
12668,チュウゴクゴーラル,チュウゴクゴーラル,チュウゴクゴーラル,哺乳類,no
12669,チュウゴクブチサンショウウオ,チュウゴクブチサンショウウオ,チュウゴクブチサンショウウオ,両生類,no
12670,チュウゴクヤマネ,チュウゴクヤマネ,チュウゴクヤマネ,哺乳類,no
